datetime,BTC_Open,BTC_High,BTC_Low,BTC_Close,BTC_Volume,XAU_Open,XAU_High,XAU_Low,XAU_Close,XAU_Volume
2018-01-01 00:03:00,12933.000001,12933.000001,12933.000001,12933.000001,0.01155916,1302.611,1302.722,1302.551,1302.622,0.0
2018-01-01 00:04:00,12933.000001,12933.000001,12933.000001,12933.000001,0.0,1302.611,1302.722,1302.551,1302.622,0.0
2018-01-01 00:05:00,12933.000001,12933.000001,12933.000001,12933.000001,0.0,1302.611,1302.722,1302.551,1302.622,0.0
2018-01-01 00:06:00,12933.000001,12933.000001,12933.000001,12933.000001,0.0,1302.611,1302.722,1302.551,1302.622,0.0
2018-01-01 00:07:00,12933.000001,12933.000001,12933.000001,12933.000001,0.0,1302.611,1302.722,1302.551,1302.622,0.0
